Primary NAICS,Chemical,Clean Air Act Chemical,Metal,Carcinogen,Unit of Measure,Total Releases
327910,PHENOL,1,0,0,Pounds,4722
334510,DI(2-ETHYLHEXYL) PHTHALATE,1,0,1,Pounds,33
424710,BENZENE,1,0,1,Pounds,19.68
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,20.29
424710,N-HEXANE,1,0,0,Pounds,34.41
424710,NAPHTHALENE,1,0,0,Pounds,0.51
424710,TOLUENE,1,0,0,Pounds,78.94
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,100.02
332117,CHROMIUM,1,1,1,Pounds,847
332117,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,2785
332117,COBALT,1,1,1,Pounds,1694
335931,COPPER,0,1,0,Pounds,98
335931,LEAD,1,1,1,Pounds,5
332322,CHROMIUM,1,1,1,Pounds,505
334412,FORMALDEHYDE,1,0,1,Pounds,129.4
334412,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,4478
327999,HYDROGEN FLUORIDE,1,0,0,Pounds,42
327999,NITRATE COMPOUNDS,0,0,0,Pounds,0
335931,LEAD COMPOUNDS,1,1,0,Pounds,0
332919,LEAD COMPOUNDS,1,1,0,Pounds,129.59
332919,COPPER,0,1,0,Pounds,52
311511,SODIUM NITRITE,0,1,0,Pounds,0
334412,LEAD COMPOUNDS,1,1,0,Pounds,66.031
334412,NICKEL COMPOUNDS,1,1,0,Pounds,309.1
334412,NITRATE COMPOUNDS,0,0,0,Pounds,597.7
334412,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,39.41
337127,LEAD,1,1,1,Pounds,0.1
337127,NICKEL,1,1,1,Pounds,5
322222,N-HEXANE,1,0,0,Pounds,170
322222,TOLUENE,1,0,0,Pounds,10113
322222,VINYL ACETATE,1,0,1,Pounds,319
332813,NITRIC ACID,0,0,0,Pounds,300
325193,ACROLEIN,1,0,0,Pounds,2800
325193,ACETALDEHYDE,1,0,1,Pounds,3400
326220,DI(2-ETHYLHEXYL) PHTHALATE,1,0,1,Pounds,1911
326220,ZINC COMPOUNDS,0,1,0,Pounds,2557
562112,LEAD,1,1,1,Pounds,0
221112,BARIUM COMPOUNDS,0,1,0,Pounds,34195
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,438
424710,BENZENE,1,0,1,Pounds,444
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.17
424710,NAPHTHALENE,1,0,0,Pounds,15
424710,TOLUENE,1,0,0,Pounds,854
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,3286
334290,LEAD,1,1,1,Pounds,58.9
325193,FORMALDEHYDE,1,0,1,Pounds,520
325620,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,0
562112,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
562112,ETHYLENE GLYCOL,1,0,0,Pounds,41.5
562112,LEAD,1,1,1,Pounds,0
562112,METHANOL,1,0,0,Pounds,1134
562112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
562112,ETHYLENE GLYCOL,1,0,0,Pounds,27
562112,LEAD,1,1,1,Pounds,0
221112,COPPER COMPOUNDS,0,1,0,Pounds,25850
221112,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.4
221112,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,840000
221112,HYDROGEN FLUORIDE,1,0,0,Pounds,100000
221112,LEAD COMPOUNDS,1,1,0,Pounds,9653.6
221112,MANGANESE COMPOUNDS,1,1,0,Pounds,30511
221112,MERCURY COMPOUNDS,1,1,0,Pounds,145.6
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,1
333513,DIISOCYANATES,1,0,0,Pounds,0
327420,MERCURY,1,1,0,Pounds,0.09
339991,LEAD,1,1,1,Pounds,1
322130,LEAD,1,1,1,Pounds,1362.37
322130,POTASSIUM DIMETHYLDITHIOCARBAMATE,0,0,0,Pounds,0
331421,LEAD COMPOUNDS,1,1,0,Pounds,37.82
327310,AMMONIA,0,0,0,Pounds,71000
928110,LEAD COMPOUNDS,1,1,0,Pounds,0.1
928110,LEAD COMPOUNDS,1,1,0,Pounds,64387.6
311919,NITRIC ACID,0,0,0,Pounds,0
323110,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,7570
323110,ETHYLENE GLYCOL,1,0,0,Pounds,6300
311511,NITRIC ACID,0,0,0,Pounds,1.26
325188,NITRATE COMPOUNDS,0,0,0,Pounds,0
326299,NITRATE COMPOUNDS,0,0,0,Pounds,0
335929,LEAD,1,1,1,Pounds,0
323110,NITRIC ACID,0,0,0,Pounds,2858
336350,COPPER,0,1,0,Pounds,0
336350,MANGANESE,1,1,0,Pounds,1535
336350,NICKEL,1,1,1,Pounds,2298
331492,NICKEL,1,1,1,Pounds,2.7
331492,NITRIC ACID,0,0,0,Pounds,13.5
336350,NITRATE COMPOUNDS,0,0,0,Pounds,0
325510,TOLUENE,1,0,0,Pounds,970
424710,ETHYLBENZENE,1,0,0,Pounds,32.2
334220,LEAD,1,1,1,Pounds,0.382
325998,PHENOL,1,0,0,Pounds,0
321114,COPPER COMPOUNDS,0,1,0,Pounds,0
334419,ZINC COMPOUNDS,0,1,0,Pounds,6719.8
334412,ETHYLENE GLYCOL,1,0,0,Pounds,32
334412,METHANOL,1,0,0,Pounds,3267
333512,LEAD,1,1,1,Pounds,0.806
316110,AMMONIA,0,0,0,Pounds,750
316110,FORMIC ACID,0,0,0,Pounds,0
325211,N-BUTYL ALCOHOL,0,0,0,Pounds,651
332431,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,40700
332431,N-BUTYL ALCOHOL,0,0,0,Pounds,40200
332431,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,0
332992,MANGANESE,1,1,0,Pounds,1876
335929,ANTIMONY COMPOUNDS,1,1,0,Pounds,0
335929,ZINC COMPOUNDS,0,1,0,Pounds,0
332431,HYDROGEN FLUORIDE,1,0,0,Pounds,123
332431,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,0
335999,BENZOYL PEROXIDE,0,0,0,Pounds,0
335999,BUTYL ACRYLATE,0,0,0,Pounds,1500
335999,TOLUENE,1,0,0,Pounds,0
326199,N-METHYL-2-PYRROLIDONE,0,0,0,Pounds,3600
325612,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,0
325211,CARBON DISULFIDE,1,0,0,Pounds,390469
331522,ANTIMONY,1,1,0,Pounds,0
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,1.3545
327910,PHENOL,1,0,0,Pounds,0
325510,124-TRIMETHYLBENZENE,0,0,0,Pounds,0
212231,COPPER COMPOUNDS,0,1,0,Pounds,26
212231,CYANIDE COMPOUNDS,1,0,0,Pounds,26
331316,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,3973
325612,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,0
334419,LEAD,1,1,1,Pounds,0.3
332999,METHANOL,1,0,0,Pounds,9012
424710,BENZENE,1,0,1,Pounds,52.6
424710,TOLUENE,1,0,0,Pounds,1444.46
311119,MANGANESE COMPOUNDS,1,1,0,Pounds,0
311119,ZINC COMPOUNDS,0,1,0,Pounds,0
311119,ZINC COMPOUNDS,0,1,0,Pounds,0
322130,LEAD,1,1,1,Pounds,73.92
325188,CHLORINE,1,0,0,Pounds,1218
325611,FORMALDEHYDE,1,0,1,Pounds,1288
311119,MANGANESE COMPOUNDS,1,1,0,Pounds,0
311119,ZINC COMPOUNDS,0,1,0,Pounds,0
311119,MANGANESE COMPOUNDS,1,1,0,Pounds,0
311119,ZINC COMPOUNDS,0,1,0,Pounds,0
326199,STYRENE,1,0,1,Pounds,4001
325611,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,0
325611,DIBUTYL PHTHALATE,1,0,0,Pounds,0
325611,NITRIC ACID,0,0,0,Pounds,0
325611,SODIUM NITRITE,0,1,0,Pounds,0
424710,MERCURY COMPOUNDS,1,1,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,34
332312,MANGANESE,1,1,0,Pounds,0
311512,NITRATE COMPOUNDS,0,0,0,Pounds,0
311513,AMMONIA,0,0,0,Pounds,10
336312,LEAD,1,1,1,Pounds,5
332999,LEAD,1,1,1,Pounds,0
334511,LEAD COMPOUNDS,1,1,0,Pounds,777.63164
322121,COPPER COMPOUNDS,0,1,0,Pounds,0
326150,TOLUENE-24-DIISOCYANATE,1,0,1,Pounds,0
326150,TOLUENE-26-DIISOCYANATE,0,0,1,Pounds,0
336413,COPPER,0,1,0,Pounds,51
334417,CYANIDE COMPOUNDS,1,0,0,Pounds,1542
334417,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,4727
334417,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,6558
325211,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,68
325211,FORMALDEHYDE,1,0,1,Pounds,3762
325211,N-BUTYL ALCOHOL,0,0,0,Pounds,2
325211,P-CRESOL,1,0,0,Pounds,6
331492,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,13529
331492,SILVER,0,1,0,Pounds,0
332994,CHROMIUM,1,1,1,Pounds,176
332994,MANGANESE,1,1,0,Pounds,884
325992,DICHLOROMETHANE,1,0,1,Pounds,99159
325992,DIMETHYLAMINE,0,0,0,Pounds,257
325992,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,718109
325992,LEAD COMPOUNDS,1,1,0,Pounds,9400.1
325992,METHYL ISOBUTYL KETONE,1,0,0,Pounds,955
325510,ZINC (FUME OR DUST),0,1,0,Pounds,33
332313,CHROMIUM,1,1,1,Pounds,1
332313,NICKEL,1,1,1,Pounds,5
336370,LEAD,1,1,1,Pounds,0.2
325193,CYCLOHEXANE,0,0,0,Pounds,0
325193,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
336399,COPPER,0,1,0,Pounds,16.03
325211,24-DIMETHYLPHENOL,0,0,0,Pounds,505
322121,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
322121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
336322,LEAD,1,1,1,Pounds,15.3
333911,CHROMIUM,1,1,1,Pounds,36
333911,COPPER,0,1,0,Pounds,36
424690,FORMALDEHYDE,1,0,1,Pounds,0
424690,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,0
424690,MANGANESE COMPOUNDS,1,1,0,Pounds,0
424690,NITRIC ACID,0,0,0,Pounds,0
424690,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,32
424690,TOLUENE,1,0,0,Pounds,0
325199,HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY),1,0,0,Pounds,0
325199,PHTHALIC ANHYDRIDE,1,0,0,Pounds,0
321114,COPPER COMPOUNDS,0,1,0,Pounds,0
325320,DAZOMET,0,0,0,Pounds,0
322121,DECABROMODIPHENYL OXIDE,0,0,0,Pounds,1119
325510,METHANOL,1,0,0,Pounds,5
325510,XYLENE (MIXED ISOMERS),1,0,0,Pounds,5
424710,NAPHTHALENE,1,0,0,Pounds,13
424710,TOLUENE,1,0,0,Pounds,705
311511,NITRATE COMPOUNDS,0,0,0,Pounds,0
327212,LEAD,1,1,1,Pounds,180.1
424690,NITRIC ACID,0,0,0,Pounds,0
221112,124-TRIMETHYLBENZENE,0,0,0,Pounds,3.89
331221,CHROMIUM,1,1,1,Pounds,5903
331221,NITRATE COMPOUNDS,0,0,0,Pounds,0
424690,124-TRIMETHYLBENZENE,0,0,0,Pounds,0
424690,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,0
424690,ETHYLBENZENE,1,0,0,Pounds,0
424690,M-XYLENE,1,0,0,Pounds,0
424690,N-BUTYL ALCOHOL,0,0,0,Pounds,0
424690,TRICHLOROETHYLENE,1,0,1,Pounds,0
424690,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
324199,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,458
339112,COPPER,0,1,0,Pounds,0
332410,CHROMIUM,1,1,1,Pounds,117.24
331421,COPPER,0,1,0,Pounds,3544
321114,COPPER COMPOUNDS,0,1,0,Pounds,0
327310,LEAD COMPOUNDS,1,1,0,Pounds,75.9
424690,CHLOROTRIFLUOROMETHANE,0,0,0,Pounds,1335
326299,THIRAM,0,0,0,Pounds,0
326299,ZINC COMPOUNDS,0,1,0,Pounds,0
922140,LEAD,1,1,1,Pounds,1961.8
325412,DICHLOROMETHANE,1,0,1,Pounds,2264
326199,STYRENE,1,0,1,Pounds,5991
332912,COPPER,0,1,0,Pounds,103.45
332912,NICKEL,1,1,1,Pounds,26.1
311111,MANGANESE COMPOUNDS,1,1,0,Pounds,0
311111,PROPYLENE,0,0,0,Pounds,0
311111,ZINC COMPOUNDS,0,1,0,Pounds,0
424690,M-XYLENE,1,0,0,Pounds,0
424690,TRICHLOROETHYLENE,1,0,1,Pounds,0
332510,COPPER,0,1,0,Pounds,1271
324121,BENZO(GHI)PERYLENE,1,0,1,Pounds,41.27
334414,BARIUM COMPOUNDS,0,1,0,Pounds,26078.56
332813,NICKEL COMPOUNDS,1,1,0,Pounds,6620
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,0
424710,BENZENE,1,0,1,Pounds,0
424710,CUMENE,1,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,0
424710,TOLUENE,1,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,0
424710,BENZENE,1,0,1,Pounds,0
424710,CYCLOHEXANE,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,0
424710,TOLUENE,1,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
325181,ASBESTOS (FRIABLE),1,1,1,Pounds,0
313320,TOLUENE,1,0,0,Pounds,1204
332322,CHROMIUM,1,1,1,Pounds,750
424710,BENZENE,1,0,1,Pounds,0
424710,CUMENE,1,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,0
424710,BENZENE,1,0,1,Pounds,0
424710,CYCLOHEXANE,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,0
424710,TOLUENE,1,0,0,Pounds,0
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,0
424710,BENZENE,1,0,1,Pounds,0
424710,CUMENE,1,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,0
424710,TOLUENE,1,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
331492,NITRATE COMPOUNDS,0,0,0,Pounds,0
332410,TRICHLOROETHYLENE,1,0,1,Pounds,10408
336510,LEAD,1,1,1,Pounds,4.2
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,10
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,0
424710,BENZENE,1,0,1,Pounds,0
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,CUMENE,1,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,1433.87
424710,TOLUENE,1,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
424710,BENZENE,1,0,1,Pounds,0
424710,CUMENE,1,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,0
424710,TOLUENE,1,0,0,Pounds,0
327320,NITRATE COMPOUNDS,0,0,0,Pounds,0
331491,NICKEL,1,1,1,Pounds,2275
327999,ETHYLENE GLYCOL,1,0,0,Pounds,0.12
327999,XYLENE (MIXED ISOMERS),1,0,0,Pounds,1676
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,0
424710,BENZENE,1,0,1,Pounds,0
424710,CUMENE,1,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,0
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.033
424710,TOLUENE,1,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,0
322222,XYLENE (MIXED ISOMERS),1,0,0,Pounds,9712
424690,CHLORINE,1,0,0,Pounds,0
424690,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,0
424690,ETHYLENE GLYCOL,1,0,0,Pounds,0
424690,NITRIC ACID,0,0,0,Pounds,0
324191,ZINC COMPOUNDS,0,1,0,Pounds,0
311513,NITRATE COMPOUNDS,0,0,0,Pounds,0
424710,LEAD COMPOUNDS,1,1,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,94.08
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,2935.11
424710,NAPHTHALENE,1,0,0,Pounds,85.12
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0
424710,BENZENE,1,0,1,Pounds,0
424710,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,0
424710,METHYL TERT-BUTYL ETHER,1,0,0,Pounds,0
424710,NAPHTHALENE,1,0,0,Pounds,0
424710,TOLUENE,1,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,64
325199,ACRYLONITRILE,1,0,1,Pounds,500
325199,ETHYLENE GLYCOL,1,0,0,Pounds,265
331312,CHROMIUM,1,1,1,Pounds,0
331312,MANGANESE,1,1,0,Pounds,0
331312,NICKEL,1,1,1,Pounds,0
331312,ZINC (FUME OR DUST),0,1,0,Pounds,0
327999,ALUMINUM (FUME OR DUST),0,1,0,Pounds,608.6
332117,NICKEL,1,1,1,Pounds,0
424710,BENZENE,1,0,1,Pounds,0
424710,CUMENE,1,0,0,Pounds,0
424710,CYCLOHEXANE,0,0,0,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,0
311513,NITRIC ACID,0,0,0,Pounds,0
326150,LEAD,1,1,1,Pounds,1
332811,TRICHLOROETHYLENE,1,0,1,Pounds,9094
325412,DICHLOROMETHANE,1,0,1,Pounds,573.39
325412,METHANOL,1,0,0,Pounds,36.18
221112,BARIUM COMPOUNDS,0,1,0,Pounds,792255
221112,COPPER COMPOUNDS,0,1,0,Pounds,22505
221112,BENZO(GHI)PERYLENE,1,0,1,Pounds,1.03
221112,MERCURY COMPOUNDS,1,1,0,Pounds,166.4
221112,VANADIUM COMPOUNDS,0,1,0,Pounds,31505
221112,ZINC COMPOUNDS,0,1,0,Pounds,26505
424710,NAPHTHALENE,1,0,0,Pounds,0
424710,TOLUENE,1,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
424690,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,8
424690,CUMENE,1,0,0,Pounds,0
424690,DIETHA0LAMINE,1,0,0,Pounds,0
339944,TOLUENE,1,0,0,Pounds,34200
221112,NAPHTHALENE,1,0,0,Pounds,0
562211,BENZO(GHI)PERYLENE,1,0,1,Pounds,504.2
333924,LEAD,1,1,1,Pounds,21.4
333924,PROPYLENE,0,0,0,Pounds,0
326199,DIISOCYANATES,1,0,0,Pounds,0
325992,ACETONITRILE,1,0,0,Pounds,6941
322121,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.9303
322121,METHANOL,1,0,0,Pounds,130700
336112,METHYL METHACRYLATE,1,0,0,Pounds,476
333314,LEAD COMPOUNDS,1,1,0,Pounds,41.055
311119,MANGANESE COMPOUNDS,1,1,0,Pounds,0
311119,ZINC COMPOUNDS,0,1,0,Pounds,0
325611,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,0
325611,COPPER COMPOUNDS,0,1,0,Pounds,0
221112,BENZO(GHI)PERYLENE,1,0,1,Pounds,0.02
332813,LEAD COMPOUNDS,1,1,0,Pounds,0
325412,NAPHTHALENE,1,0,0,Pounds,0
325412,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
325412,ZINC COMPOUNDS,0,1,0,Pounds,4501.51
541380,NITRIC ACID,0,0,0,Pounds,0
335999,LEAD,1,1,1,Pounds,7.84
325412,TOLUENE,1,0,0,Pounds,6104
332991,METHANOL,1,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,255
334513,LEAD,1,1,1,Pounds,0
325520,DIISOCYANATES,1,0,0,Pounds,0
336412,HYDROGEN FLUORIDE,1,0,0,Pounds,833
221112,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,2
334414,LEAD,1,1,1,Pounds,3.296
325320,PERMETHRIN,0,0,0,Pounds,0
424690,BUTYL ACRYLATE,0,0,0,Pounds,0
424690,HYDROGEN FLUORIDE,1,0,0,Pounds,0
311520,AMMONIA,0,0,0,Pounds,845
325211,AMMONIA,0,0,0,Pounds,14230
325211,CHLOROETHANE,1,0,0,Pounds,5
325211,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,0.0405
325211,NN-DIMETHYLFORMAMIDE,1,0,1,Pounds,0
221112,BARIUM COMPOUNDS,0,1,0,Pounds,29689
221112,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,2183
311513,NITRATE COMPOUNDS,0,0,0,Pounds,0
311513,NITRATE COMPOUNDS,0,0,0,Pounds,19783
327310,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,0
327310,MANGANESE COMPOUNDS,1,1,0,Pounds,0
325188,PERACETIC ACID,0,0,0,Pounds,1118
327113,ALUMINUM (FUME OR DUST),0,1,0,Pounds,0
327113,ARSENIC,1,1,1,Pounds,0
327113,COPPER,0,1,0,Pounds,0
327113,LEAD,1,1,1,Pounds,0
327113,MANGANESE,1,1,0,Pounds,0
327113,SELENIUM,1,1,0,Pounds,0
327113,ZINC COMPOUNDS,0,1,0,Pounds,0
327320,LEAD,1,1,1,Pounds,0.28065
327320,LEAD,1,1,1,Pounds,0.1222
325520,DECABROMODIPHENYL OXIDE,0,0,0,Pounds,0
325520,DICHLOROMETHANE,1,0,1,Pounds,8002
325991,DIISOCYANATES,1,0,0,Pounds,0
325991,HEXACHLOROBENZENE,1,0,1,Pounds,6.643
339112,ETHYLENE GLYCOL,1,0,0,Pounds,0
333132,DIISOCYANATES,1,0,0,Pounds,0
333132,MANGANESE,1,1,0,Pounds,19
325188,CHLORINE,1,0,0,Pounds,21164
331111,NICKEL,1,1,1,Pounds,2180
424690,NITRIC ACID,0,0,0,Pounds,0
325188,AMMONIA,0,0,0,Pounds,974
325188,DIETHA0LAMINE,1,0,0,Pounds,0
322121,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.038
311513,NITRATE COMPOUNDS,0,0,0,Pounds,1465408.8
323111,TOLUENE,1,0,0,Pounds,23493
331314,DIOXIN AND DIOXIN-LIKE COMPOUNDS,1,0,0,Grams,1.46
221112,SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY),0,0,0,Pounds,4000
424690,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,0
424690,ETHYLENE GLYCOL,1,0,0,Pounds,0
424690,METHANOL,1,0,0,Pounds,0
424690,NITRIC ACID,0,0,0,Pounds,0
325611,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,0
326199,STYRENE,1,0,1,Pounds,4550
331111,COPPER COMPOUNDS,0,1,0,Pounds,109.118
331111,NICKEL COMPOUNDS,1,1,0,Pounds,42.124
331111,ZINC COMPOUNDS,0,1,0,Pounds,1243.318
325199,MANGANESE COMPOUNDS,1,1,0,Pounds,78483
331512,CHROMIUM,1,1,1,Pounds,861
325520,TOLUENE,1,0,0,Pounds,500
325611,CERTAIN GLYCOL ETHERS,1,0,0,Pounds,0
325510,N-METHYL-2-PYRROLIDONE,0,0,0,Pounds,0
332510,LEAD,1,1,1,Pounds,0.598
325992,BARIUM COMPOUNDS,0,1,0,Pounds,4472
339999,N-BUTYL ALCOHOL,0,0,0,Pounds,20
336391,LEAD,1,1,1,Pounds,4386
332813,NITRATE COMPOUNDS,0,0,0,Pounds,0
221112,AMMONIA,0,0,0,Pounds,3185
331492,ZINC COMPOUNDS,0,1,0,Pounds,48
324121,BENZO(GHI)PERYLENE,1,0,1,Pounds,0
311119,COPPER COMPOUNDS,0,1,0,Pounds,0
424710,BENZENE,1,0,1,Pounds,0
424710,ETHYLBENZENE,1,0,0,Pounds,0
424710,N-HEXANE,1,0,0,Pounds,0
424710,TOLUENE,1,0,0,Pounds,0
424710,XYLENE (MIXED ISOMERS),1,0,0,Pounds,0
327992,111-TRICHLOROETHANE,1,0,0,Pounds,6.52
331111,MANGANESE COMPOUNDS,1,1,0,Pounds,1800
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,7.93
424710,LEAD COMPOUNDS,1,1,0,Pounds,0
424710,POLYCYCLIC AROMATIC COMPOUNDS,1,0,1,Pounds,0.027
333912,CHROMIUM,1,1,1,Pounds,15
332813,ZINC COMPOUNDS,0,1,0,Pounds,5631.5
332211,CHROMIUM,1,1,1,Pounds,0
332211,LEAD,1,1,1,Pounds,0
332211,MANGANESE,1,1,0,Pounds,0
332211,TRICHLOROETHYLENE,1,0,1,Pounds,7320
327992,14-DICHLOROBENZENE,1,0,1,Pounds,0.58
327992,ACETONITRILE,1,0,0,Pounds,51.27
327992,ACIFLUORFEN SODIUM SALT,0,0,0,Pounds,6.34
327992,ETHYLENE GLYCOL,1,0,0,Pounds,160.84
327992,M-CRESOL,1,0,0,Pounds,20.08
327992,METHANOL,1,0,0,Pounds,976.92
327992,N-HEXANE,1,0,0,Pounds,24.95
327992,NAPHTHALENE,1,0,0,Pounds,15.22
327992,TOLUENE,1,0,0,Pounds,454.73
424710,124-TRIMETHYLBENZENE,0,0,0,Pounds,9.95
424710,PROPYLENE,0,0,0,Pounds,0
331511,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),1,1,0,Pounds,4808.454
